id,county,locality,agency,km
616,Alba,Tauni,Alba Iulia,55
617,Alba,Tauti,Alba Iulia,0
618,Alba,Tecsesti,Alba Iulia,85
619,Alba,Teiu,Alba Iulia,109
620,Alba,Teius,Alba Iulia,0
621,Alba,Teleac,Alba Iulia,0
622,Alba,Telna,Alba Iulia,0
623,Alba,Tibru,Alba Iulia,45
624,Alba,Tifra,Alba Iulia,0
625,Alba,Tiur,Alba Iulia,0
626,Alba,Toci,Deva,74
627,Alba,Tolacesti,Alba Iulia,93
628,Alba,Tomesti,Alba Iulia,85
629,Alba,Tomnatec,Alba Iulia,85
630,Alba,Tomusesti,Alba Iulia,96
631,Alba,Tomutesti,Alba Iulia,100
632,Alba,Tonea,Sebes,33
633,Alba,Totesti,Alba Iulia,100
634,Alba,Totoi,Alba Iulia,0
635,Alba,Trampoiele,Alba Iulia,40
636,Alba,Trancesti,Alba Iulia,110
637,Alba,Trifesti (Horea),Alba Iulia,110
638,Alba,Trifesti (Lupsa),Alba Iulia,110
639,Alba,Trisoresti,Alba Iulia,85
640,Alba,Turdas,Campia Turzii,40
641,Alba,Uioara de Jos,Campia Turzii,36
642,Alba,Uioara de Sus,Campia Turzii,36
643,Alba,Ungurei,Sebes,40
644,Alba,Unirea,Campia Turzii,30
645,Alba,Urdes,Alba Iulia,100
646,Alba,Vadu Motilor,Alba Iulia,100
647,Alba,Vai,Alba Iulia,93
648,Alba,Valcaneasa,Alba Iulia,97
649,Alba,Valcea,Alba Iulia,80
650,Alba,Valcesti,Alba Iulia,98
651,Alba,Vale in Jos,Alba Iulia,79
652,Alba,Valea Abruzel,Alba Iulia,70
653,Alba,Valea Alba,Alba Iulia,90
654,Alba,Valea Barlutesti,Alba Iulia,85
655,Alba,Valea Barnii,Alba Iulia,95
656,Alba,valea bistrii,Alba Iulia,80
657,Alba,Valea Bucurului,Alba Iulia,60
658,Alba,Valea Caselor,Alba Iulia,90
659,Alba,Valea Cerbului,Alba Iulia,59
660,Alba,Valea Ciuciului,Campia Turzii,47
661,Alba,Valea Cocesti,Alba Iulia,85
662,Alba,Valea Fagetului,Alba Iulia,60
663,Alba,Valea Giogesti,Alba Iulia,61
664,Alba,Valea Goblii,Sebes,14
665,Alba,Valea Holhorii,Alba Iulia,99
666,Alba,Valea Inzelului,Alba Iulia,60
667,Alba,Valea Larga,Campia Turzii,64
668,Alba,Valea lui Mihai,Sebes,17
669,Alba,Valea Lunga,Alba Iulia,55
670,Alba,Valea Lupsii,Alba Iulia,100
671,Alba,Valea Maciului,Alba Iulia,103
672,Alba,Valea Manastirii,Alba Iulia,80
673,Alba,Valea Mare,Alba Iulia,40
674,Alba,Valea Mica,Alba Iulia,40
675,Alba,Valea Mlacii,Alba Iulia,85
676,Alba,Valea Morii,Alba Iulia,100
677,Alba,Valea Negrilesii,Alba Iulia,80
678,Alba,Valea Poienii (Bucium),Alba Iulia,80
679,Alba,Valea Poienii (Ramet),Alba Iulia,60
680,Alba,Valea Sasului,Tarnaveni,32
681,Alba,Valea sesii (Bucium),Alba Iulia,80
682,Alba,Valea sesii (Lupsa),Alba Iulia,110
683,Alba,Valea Tupilor,Alba Iulia,58
684,Alba,Valea Utului,Alba Iulia,110
685,Alba,Valea Uzei,Alba Iulia,60
686,Alba,Valea Verde,Alba Iulia,99
687,Alba,Valea Vintului,Sebes,0
688,Alba,Valeni (Bucium),Alba Iulia,80
689,Alba,Valeni (Metes),Alba Iulia,0
690,Alba,Valisoara,Alba Iulia,55
691,Alba,Valtori (Vadu Motilor),Alba Iulia,45
692,Alba,Valtori (Zlatna),Alba Iulia,40
693,Alba,Vama Seaca,Campia Turzii,35
694,Alba,Vanvucesti,Alba Iulia,123
695,Alba,Varsi,Alba Iulia,90
696,Alba,Varsii Mari,Alba Iulia,90
697,Alba,Varsii Mici,Alba Iulia,90
698,Alba,Varsi-Rontu,Alba Iulia,93
699,Alba,Vartanesti,Alba Iulia,90
700,Alba,Vartop,Alba Iulia,130
701,Alba,Vasesti,Alba Iulia,100
702,Alba,Verdesti,Alba Iulia,110
703,Alba,Veseus,Tarnaveni,40
704,Alba,Veza,Alba Iulia,0
705,Alba,Vidolm,Campia Turzii,45
706,Alba,Vidra,Alba Iulia,100
707,Alba,Vidrisoara,Alba Iulia,110
708,Alba,Viezuri,Sebes,38
709,Alba,Vinerea,Sebes,30
710,Alba,Vingard,Sebes,30
711,Alba,Vinta,Alba Iulia,83
712,Alba,Vintu de Jos,Sebes,0
713,Alba,Vladesti,Alba Iulia,60
714,Alba,Vladosesti,Alba Iulia,83
715,Alba,Vulcan (Ciuruleasa),Alba Iulia,75
716,Alba,Vurpar,Sebes,15
717,Alba,Zagris,Alba Iulia,34
718,Alba,Zanzesti,Alba Iulia,111
719,Alba,Zaries,Alba Iulia,0
720,Alba,Zlatna,Alba Iulia,40
721,Arad,Aciuta,Ineu,60
722,Arad,Adea,Arad,50
723,Arad,Agrisu Mare,Ineu,0
724,Arad,Agrisu Mic,Ineu,35
725,Arad,Aldesti,Ineu,20
726,Arad,Almas,Ineu,25
727,Arad,Alunis,Arad,0
728,Arad,Andrei Saguna,Arad,0
729,Arad,Apateu,Arad,68
730,Arad,Arad,Arad,0
731,Arad,Araneag,Ineu,0
732,Arad,Archis,Ineu,20
733,Arad,Avram Iancu (Cermei),Ineu,20
734,Arad,Avram Iancu (Varfurile),Ineu,60
735,Arad,Bacau de Mijloc,Arad,76
736,Arad,Baia,Arad,80
737,Arad,Banesti,Ineu,40
738,Arad,Baratca,Arad,0
739,Arad,Barsa,Ineu,15
740,Arad,Barzava,Arad,60
741,Arad,Barzesti,Ineu,25
742,Arad,Bata,Arad,70
743,Arad,Batuta,Arad,70
744,Arad,Beliu,Ineu,20
745,Arad,Belotint,Arad,60
746,Arad,Benesti,Ineu,32
747,Arad,Berechiu,Ineu,15
748,Arad,Berindia,Ineu,30
749,Arad,Birchis,Arad,80
750,Arad,Bochia,Ineu,35
751,Arad,Bocsig,Ineu,0
752,Arad,Bodesti ,Ineu,70
753,Arad,Bodrogu Nou,Arad,0
754,Arad,Bodrogu Vechi,Arad,0
755,Arad,Bontesti,Ineu,30
756,Arad,Botfei,Ineu,27
757,Arad,Brazii,Ineu,25
758,Arad,Brusturi,Ineu,70
759,Arad,Bruznic,Arad,70
760,Arad,Buceava-soimus,Arad,103
761,Arad,Budesti,Arad,112
762,Arad,Buhani,Ineu,30
763,Arad,Bulci,Arad,75
764,Arad,Buteni,Ineu,25
765,Arad,Calugareni,Arad,0
766,Arad,Camna,Ineu,0
767,Arad,Capalnas,Arad,94
768,Arad,Caporal Alexa,Arad,32
769,Arad,Caprioara,Arad,94
770,Arad,Capruta,Arad,70
771,Arad,Carand,Ineu,25
772,Arad,Cermei,Ineu,15
773,Arad,Chelmac,Arad,55
774,Arad,Cherelus,Ineu,0
775,Arad,Chesint,Arad,40
776,Arad,Chier,Ineu,0
777,Arad,Chisindia,Ineu,25
778,Arad,Chisineu-Cris,Arad,0
779,Arad,Chislaca,Ineu,25
780,Arad,Cicir,Arad,0
781,Arad,Cil,Ineu,35
782,Arad,Cintei,Arad,45
783,Arad,Ciuntesti,Ineu,45
784,Arad,Cladova,Arad,35
785,Arad,Clit,Ineu,40
786,Arad,Cociuba,Ineu,35
787,Arad,Comanesti,Ineu,20
788,Arad,Conop,Arad,52
789,Arad,Corbesti,Arad,110
790,Arad,Coroi,Ineu,34
791,Arad,Covasint,Arad,30
792,Arad,Craiva,Ineu,35
793,Arad,Cristesti,Ineu,75
794,Arad,Crocna,Ineu,30
795,Arad,Cruceni,Arad,0
796,Arad,Cuias,Arad,94
797,Arad,Cuied,Ineu,0
798,Arad,Curtici,Arad,0
799,Arad,Cuvesdia,Arad,60
800,Arad,Cuvin,Arad,30
801,Arad,Dezna,Ineu,30
802,Arad,Dieci,Ineu,37
803,Arad,Donceni,Ineu,25
804,Arad,Dorgos,Arad,55
805,Arad,Dorobanti,Arad,0
806,Arad,Draut,Ineu,0
807,Arad,Dud,Ineu,18
808,Arad,Dulcele,Ineu,65
809,Arad,Dumbrava,Ineu,46
810,Arad,Dumbravita,Arad,75
811,Arad,Fantanele,Arad,0
812,Arad,Felnac,Arad,0
813,Arad,Fenis,Ineu,55
814,Arad,Firiteaz,Arad,26
815,Arad,Fiscut,Arad,0
816,Arad,Frumuseni,Arad,0
817,Arad,Galsa,Ineu,30
818,Arad,Ghioroc,Arad,28
819,Arad,Graniceri,Arad,63
820,Arad,Groseni,Ineu,30
821,Arad,Grosi,Ineu,65
822,Arad,Grosii Noi,Arad,75
823,Arad,Gura Vaii,Ineu,40
824,Arad,Gurahont,Ineu,50
825,Arad,Gurba,Ineu,20
826,Arad,Halalis,Arad,90
827,Arad,Halmagel,Ineu,65
828,Arad,Halmagiu,Ineu,65
829,Arad,Hasmas,Ineu,75
830,Arad,Hodis,Ineu,15
831,Arad,Hontisor,Ineu,40
832,Arad,Horia,Arad,0
833,Arad,Hunedoara Timisana,Arad,30
834,Arad,Iacobini,Ineu,39
835,Arad,Iercoseni,Ineu,35
836,Arad,Iermata,Ineu,0
837,Arad,Iermata Neagra,Arad,58
838,Arad,Ignesti,Ineu,20
839,Arad,Ilteu,Arad,100
840,Arad,Ineu,Ineu,0
841,Arad,Ionesti,Ineu,86
842,Arad,Iosas,Ineu,36
843,Arad,Iratosu,Arad,0
844,Arad,Joia Mare,Ineu,30
845,Arad,Julita,Arad,70
846,Arad,Labasint,Arad,56
847,Arad,Lalasint,Arad,60
848,Arad,Laz,Ineu,35
849,Arad,Lazuri,Ineu,60
850,Arad,Leasa,Ineu,60
851,Arad,Lestioara,Ineu,60
852,Arad,Lipova,Arad,0
853,Arad,Livada,Arad,0
854,Arad,Luguzau,Ineu,25
855,Arad,Luncsoara,Ineu,85
856,Arad,Lupesti,Arad,90
857,Arad,Macea,Arad,0
858,Arad,Maderat,Ineu,27
859,Arad,Madrigesti,Ineu,43
860,Arad,Magulicea,Ineu,70
861,Arad,Mailat,Arad,33
862,Arad,Manastur,Arad,28
863,Arad,Mandruloc,Arad,0
864,Arad,Manerau,Ineu,20
865,Arad,Maraus,Ineu,37
866,Arad,Masca,Ineu,30
867,Arad,Mermesti,Ineu,74
868,Arad,Milova,Arad,45
869,Arad,Minead,Ineu,23
870,Arad,Minis,Arad,30
871,Arad,Minisel,Ineu,0
872,Arad,Minisu de Sus,Ineu,0
873,Arad,Misca,Arad,60
874,Arad,Mocrea,Ineu,0
875,Arad,Moneasa,Ineu,40
876,Arad,Monorostia,Arad,65
877,Arad,Moroda,Ineu,0
878,Arad,Motiori,Ineu,19
879,Arad,Munar,Arad,28
880,Arad,Mustesti,Ineu,36
881,Arad,Nadab,Arad,0
882,Arad,Nadalbesti,Ineu,30
883,Arad,Nadas,Ineu,0
884,Arad,Nadlac,Arad,0
885,Arad,Neagra,Ineu,30
886,Arad,Nermis,Ineu,22
887,Arad,Neudorf,Arad,35
888,Arad,Nicolae Balcescu,Arad,75
889,Arad,Obarsia,Arad,110
890,Arad,Odvos,Arad,50
891,Arad,Olari,Arad,32
892,Arad,Ostrov,Arad,85
893,Arad,Paiuseni,Ineu,25
894,Arad,Pancota,Ineu,20
895,Arad,Parnesti,Arad,90
896,Arad,Patars,Arad,60
897,Arad,Paulian,Ineu,20
898,Arad,Paulis,Arad,0
899,Arad,Pecica,Arad,0
900,Arad,Peregu Mare,Arad,40
901,Arad,Peregu Mic,Arad,35
902,Arad,Pescari,Ineu,34
903,Arad,Petris,Arad,105
904,Arad,Pilu,Arad,65
905,Arad,Plescuta,Ineu,42
906,Arad,Poiana,Ineu,65
907,Arad,Poienari,Ineu,65
908,Arad,Prunisor,Ineu,20
909,Arad,Radesti,Ineu,40
910,Arad,Radna,Arad,0
911,Arad,Ranusa,Ineu,35
912,Arad,Rapsig,Ineu,20
913,Arad,Revetis,Ineu,35
914,Arad,Rogoz de Beliu,Ineu,40
915,Arad,Rosia,Ineu,40
916,Arad,Rosia Noua,Arad,100
917,Arad,Rostoci,Ineu,41
918,Arad,Sagu,Arad,0
919,Arad,Salajeni,Ineu,25
920,Arad,Sambateni,Arad,0
921,Arad,Sanleani,Arad,0
922,Arad,Sanmartin,Arad,30
923,Arad,Sanpaul,Arad,0
924,Arad,Sanpetru German,Arad,30
925,Arad,Santana,Arad,30
926,Arad,Sarbi,Ineu,60
927,Arad,Satu Mare,Arad,55
928,Arad,Satu Mic,Ineu,25
929,Arad,Satu Nou,Arad,50
930,Arad,Savarsin,Arad,90
931,Arad,Sebis,Ineu,0
932,Arad,Secaci,Ineu,20
933,Arad,Secas,Ineu,55
934,Arad,Secusigiu,Arad,32
935,Arad,Sederhat,Arad,0
936,Arad,Seitin,Arad,50
937,Arad,Seleus,Ineu,15
938,Arad,Seliste,Arad,105
939,Arad,Selistea,Ineu,35
940,Arad,Semlac,Arad,35
941,Arad,Sepreus,Arad,65
942,Arad,Siad,Ineu,35
943,Arad,Siclau,Arad,56
944,Arad,Sicula,Ineu,0
945,Arad,Silindia,Ineu,0
946,Arad,Simand,Arad,35
947,Arad,Sintea Mare,Arad,55
948,Arad,Sintea Mica,Arad,32
949,Arad,Siria,Ineu,30
950,Arad,Sistarovat,Arad,50
951,Arad,Slatina de Cris,Ineu,35
952,Arad,Slatina de Mures,Arad,83
953,Arad,Socodor,Arad,50
954,Arad,Sofronea,Arad,0
955,Arad,Soimos,Arad,0
956,Arad,Somosches,Ineu,20
957,Arad,Stejar,Arad,81
958,Arad,Stoinesti,Ineu,40
959,Arad,Susag,Ineu,39
960,Arad,Susani,Ineu,25
961,Arad,Tagadau,Ineu,17
962,Arad,Talagiu,Ineu,50
963,Arad,Talmaci,Arad,83
964,Arad,Tarmure,Ineu,85
965,Arad,Tarnavita,Ineu,80
966,Arad,Tarnova,Ineu,20
967,Arad,Taut,Ineu,0
968,Arad,Tela,Arad,70
969,Arad,Temesesti,Arad,95
970,Arad,Tipar,Arad,55
971,Arad,Tisa,Ineu,0
972,Arad,Tisa Noua,Arad,0
973,Arad,Toc,Arad,100
974,Arad,Tohesti,Ineu,80
975,Arad,Troas,Arad,99
976,Arad,Turnu,Arad,0
977,Arad,Urvisu de Beliu,Ineu,38
978,Arad,Ususau,Arad,52
979,Arad,Valea Mare (Gurahont),Ineu,55
980,Arad,Valea Mare (Savarsin),Arad,95
981,Arad,Vanatori,Arad,64
982,Arad,Varadia de Mures,Arad,80
983,Arad,Varfurile,Ineu,55
984,Arad,Variasu Mare,Arad,0
985,Arad,Variasu Mic,Arad,0
986,Arad,Varnita,Arad,55
987,Arad,Varsand,Arad,70
988,Arad,Vasile Goldis,Ineu,22
989,Arad,Vasoaia,Arad,86
990,Arad,Vidra,Ineu,55
991,Arad,Vinga,Arad,0
992,Arad,Virismort,Arad,75
993,Arad,Vladimirescu,Arad,0
994,Arad,Voivodeni,Ineu,0
995,Arad,Zabalt,Arad,62
996,Arad,Zabrani,Arad,28
997,Arad,Zadareni,Arad,0
998,Arad,Zarand,Arad,20
999,Arad,Zerind,Arad,56
1000,Arad,Zerindu Mic,Arad,57
1001,Arad,Zimandcuz,Arad,0
1002,Arad,Zimandu Nou,Arad,0
1003,Arad,Zimbru,Ineu,40
1004,Arges,ADUNATI,Pitesti,65
1005,Arges,Afrimesti,Pitesti,50
1006,Arges,Albesti,Curtea de Arges,0
1007,Arges,Albestii de Arges,Curtea de Arges,0
1008,Arges,Albestii de Muscel,Campulung,0
1009,Arges,Albestii Pamanteni,Curtea de Arges,0
1010,Arges,Albestii Ungureni,Curtea de Arges,0
1011,Arges,Albota,Pitesti,0
1012,Arges,Albotele,Pitesti,25
1013,Arges,Alunis,Curtea de Arges,23
1014,Arges,Alunisu (Baiculesti),Curtea de Arges,22
1015,Arges,Alunisu (Bradulet),Curtea de Arges,27
1016,Arges,Anghinesti,Curtea de Arges,0
1017,Arges,Aninoasa,Campulung,20
1018,Arges,Arefu,Curtea de Arges,30
1019,Arges,Argesani,Curtea de Arges,18
1020,Arges,Argeselu,Pitesti,0
1021,Arges,Babana,Pitesti,20
1022,Arges,Babaroaga,Pitesti,50
1023,Arges,Bacesti,Pitesti,0
1024,Arges,Badeni,Campulung,20
1025,Arges,Badesti (Barla),Pitesti,32
1026,Arges,Badesti (Pietrosani),Curtea de Arges,32
1027,Arges,Badicea,Pitesti,30
1028,Arges,Badila,Curtea de Arges,0
1029,Arges,Badislava,Curtea de Arges,20
1030,Arges,Badulesti,Pitesti,35
1031,Arges,Baiculesti,Curtea de Arges,0
1032,Arges,Baila,Pitesti,30
1033,Arges,Bajanesti,Pitesti,0
1034,Arges,Bajesti,Pitesti,25
1035,Arges,Balabani,Campulung,32
1036,Arges,Balilesti,Pitesti,30
1037,Arges,Balilesti (Tigveni),Curtea de Arges,20
1038,Arges,Baloteasca,Pitesti,30
1039,Arges,Baltata,Pitesti,45
1040,Arges,Balteni,Curtea de Arges,17
1041,Arges,Banaresti,Pitesti,0
1042,Arges,Banicesti,Curtea de Arges,20
1043,Arges,Bantau,Pitesti,40
1044,Arges,Baranesti,Pitesti,35
1045,Arges,Barasti,Curtea de Arges,27
1046,Arges,Barbalani,Pitesti,55
1047,Arges,Barbalatesti,Curtea de Arges,0
1048,Arges,Barbatesti,Pitesti,30
1049,Arges,Barla,Pitesti,55
1050,Arges,Barlogu,Pitesti,40
1051,Arges,Barloi,Pitesti,40
1052,Arges,Barsestii de Jos,Curtea de Arges,22
1053,Arges,Barsestii de Sus,Curtea de Arges,22
1054,Arges,Barzesti,Pitesti,0
1055,Arges,Bascov,Pitesti,0
1056,Arges,Bascovele,Pitesti,30
1057,Arges,Batrani,Pitesti,0
1058,Arges,Beculesti,Pitesti,55
1059,Arges,Beleti,Pitesti,25
1060,Arges,Beleti-Negresti,Pitesti,35
1061,Arges,Berevoesti,Campulung,20
1062,Arges,Berindesti,Curtea de Arges,25
1063,Arges,Bilcesti,Campulung,0
1064,Arges,Blaju,Curtea de Arges,12
1065,Arges,Blejani,Pitesti,30
1066,Arges,Bogati,Pitesti,35
1067,Arges,Bolculesti,Curtea de Arges,0
1068,Arges,Bolovanesti,Curtea de Arges,22
1069,Arges,Bordeieni,Campulung,0
1070,Arges,Borlesti,Pitesti,0
1071,Arges,Borobanesti,Curtea de Arges,17
1072,Arges,Borovinesti,Curtea de Arges,0
1073,Arges,Botarcani,Pitesti,0
1074,Arges,Boteni,Campulung,20
1075,Arges,Botesti,Pitesti,0
1076,Arges,Brabeti,Pitesti,50
1077,Arges,Bradetu,Curtea de Arges,30
1078,Arges,Bradu,Pitesti,0
1079,Arges,Bradulet,Curtea de Arges,30
1080,Arges,Braileni,Pitesti,0
1081,Arges,Branistea,Pitesti,40
1082,Arges,Branzari,Pitesti,0
1083,Arges,Brateasca,Pitesti,0
1084,Arges,Bratesti,Curtea de Arges,16
1085,Arges,Bratia (Berevoesti),Campulung,30
1086,Arges,Bratia (Ciomagesti),Pitesti,45
1087,Arges,Brosteni (Aninoasa),Campulung,27
1088,Arges,Brosteni (Costesti),Pitesti,20
1089,Arges,Bucov,Pitesti,60
1090,Arges,Bucsenesti,Curtea de Arges,25
1091,Arges,Bucsenesti-Lotasi,Pitesti,23
1092,Arges,Budeasa,Pitesti,0
1093,Arges,Budeasa Mare,Pitesti,0
1094,Arges,Budeasa Mica,Pitesti,0
1095,Arges,Budisteni,Pitesti,0
1096,Arges,Bughea de Jos,Campulung,0
1097,Arges,Bughea de Sus,Campulung,0
1098,Arges,Bujoi,Pitesti,45
1099,Arges,Bujoreni,Pitesti,35
1100,Arges,Bumbueni,Pitesti,0
1101,Arges,Bunesti (Cotmeana),Pitesti,30
1102,Arges,Bunesti (Malureni),Curtea de Arges,30
1103,Arges,Burdea,Pitesti,65
1104,Arges,Burdesti,Pitesti,0
1105,Arges,Buretesti,Pitesti,35
1106,Arges,Burlusi,Curtea de Arges,18
1107,Arges,Burnesti,Campulung,15
1108,Arges,Buta,Pitesti,40
1109,Arges,Buzoesti,Pitesti,40
1110,Arges,Caldararu,Pitesti,55
1111,Arges,Calinesti,Pitesti,0
1112,Arges,Calotesti,Pitesti,0
1113,Arges,Campulung,Campulung,0
1114,Arges,Candesti,Campulung,20
1115,Arges,Capatanenii Pamanteni,Curtea de Arges,30
1116,Arges,Capatanenii Ungureni,Curtea de Arges,30
1117,Arges,Capu Piscului (Godeni),Campulung,15
1118,Arges,Capu Piscului (Merisani),Pitesti,20
1119,Arges,Carcesti,Pitesti,45
1120,Arges,Carciumaresti,Pitesti,25
1121,Arges,Carpenis,Curtea de Arges,32
1122,Arges,Carstieni,Pitesti,0
1123,Arges,Catane,Pitesti,30
1124,Arges,Catanele,Pitesti,0
1125,Arges,Cateasca,Pitesti,0
1126,Arges,Catunasi,Pitesti,0
1127,Arges,Ceauresti,Curtea de Arges,32
1128,Arges,Ceausesti,Pitesti,20
1129,Arges,Cepari,Curtea de Arges,25
1130,Arges,Cepari (Poiana Lacului),Pitesti,20
1131,Arges,Ceparii Pamanteni,Curtea de Arges,25
1132,Arges,Ceparii Ungureni,Curtea de Arges,20
1133,Arges,Cerbu,Pitesti,0
1134,Arges,Cerbureni,Curtea de Arges,0
1135,Arges,Cersani,Pitesti,0
1136,Arges,Cetateni,Campulung,25
1137,Arges,Chilii,Campulung,0
1138,Arges,Chiritesti (Suseni),Pitesti,0
1139,Arges,Chiritesti (Uda),Pitesti,31
1140,Arges,Chiritesti (Vedea),Pitesti,31
1141,Arges,Chitani,Pitesti,0
1142,Arges,Chitesti,Pitesti,35
1143,Arges,Cicanesti,Curtea de Arges,20
1144,Arges,Ciesti,Pitesti,30
1145,Arges,Ciobanesti,Pitesti,20
1146,Arges,Ciobani,Pitesti,0
1147,Arges,Ciocanai,Pitesti,0
1148,Arges,Ciocanesti,Pitesti,0
1149,Arges,Ciocanu,Campulung,50
1150,Arges,Ciocesti,Pitesti,40
1151,Arges,Ciofrangeni,Curtea de Arges,25
1152,Arges,Ciolcesti,Pitesti,30
1153,Arges,Ciomagesti,Pitesti,0
1154,Arges,Ciresu,Pitesti,20
1155,Arges,Cismea,Pitesti,0
1156,Arges,Ciulnita,Pitesti,30
1157,Arges,Ciupa-Manciulescu,Pitesti,0
1158,Arges,Ciuresti,Pitesti,25
1159,Arges,Clucereasa,Pitesti,0
1160,Arges,Cocenesti,Campulung,15
1161,Arges,Cochinesti,Pitesti,37
1162,Arges,Cocu,Pitesti,20
1163,Arges,Colibasi,Pitesti,0
1164,Arges,Colnic,Campulung,0
1165,Arges,Coltu,Pitesti,45
1166,Arges,Contesti,Pitesti,0
1167,Arges,Corbeni,Curtea de Arges,20
1168,Arges,Corbi,Curtea de Arges,40
1169,Arges,Corbsori,Curtea de Arges,35
1170,Arges,Cornatel,Pitesti,40
1171,Arges,Cosaci,Curtea de Arges,25
1172,Arges,Coseri,Pitesti,0
1173,Arges,Cosesti,Pitesti,25
1174,Arges,Costesti,Pitesti,25
1175,Arges,Costesti (Cotmeana),Pitesti,30
1176,Arges,Costesti-Valsan,Curtea de Arges,30
1177,Arges,Costita,Campulung,0
1178,Arges,Coteasca,Campulung,32
1179,Arges,Cotenesti,Campulung,25
1180,Arges,Cotesti,Campulung,15
1181,Arges,Cotmeana,Pitesti,30
1182,Arges,Cotmeana (Stolnici),Pitesti,40
1183,Arges,Cotmenita,Pitesti,0
1184,Arges,Cotu (Cuca),Pitesti,46
1185,Arges,Cotu (Uda),Pitesti,46
1186,Arges,Cotu Malului,Pitesti,20
1187,Arges,Crampotani,Curtea de Arges,17
1188,Arges,Crintesti,Pitesti,0
1189,Arges,Crivatu,Pitesti,45
1190,Arges,Crucisoara,Pitesti,0
1191,Arges,Cuca,Pitesti,45
1192,Arges,Cungrea,Pitesti,50
1193,Arges,Curtea de Arges,Curtea de Arges,0
1194,Arges,Curteanca,Pitesti,40
1195,Arges,Dambovicioara,Campulung,45
1196,Arges,Darmanesti,Pitesti,0
1197,Arges,Davidesti,Pitesti,25
1198,Arges,Deagu de Jos,Pitesti,45
1199,Arges,Deagu de Sus,Pitesti,50
1200,Arges,Dealu,Pitesti,38
1201,Arges,Dealu Bisericii,Pitesti,32
1202,Arges,Dealu Bradului,Pitesti,27
1203,Arges,Dealu Frumos,Pitesti,0
1204,Arges,Dealu Obejdeanului,Pitesti,45
1205,Arges,Dealu Orasului,Pitesti,0
1206,Arges,Dealu Padurii,Pitesti,35
1207,Arges,Dealu Tolcesii,Pitesti,36
1208,Arges,Dealu Viilor (Mosoaia),Pitesti,0
1209,Arges,Dealu Viilor (Poiana Lacului),Pitesti,0
1210,Arges,Dedulesti,Pitesti,40
1211,Arges,Diconesti,Pitesti,30
1212,Arges,Dincani,Pitesti,30
1213,Arges,Dinculesti,Pitesti,0
1214,Arges,Doblea,Curtea de Arges,0
1215,Arges,Dobresti,Pitesti,35
1216,Arges,Dobrogostea,Pitesti,0
1217,Arges,Dobrotu,Curtea de Arges,0
1218,Arges,Dogari,Pitesti,45
1219,Arges,Domnesti,Curtea de Arges,25
1220,Arges,Draganu,Pitesti,20
1221,Arges,Draganu-Olteni,Pitesti,0
1222,Arges,Draghescu,Campulung,29
1223,Arges,Draghicesti,Pitesti,25
1224,Arges,Draghici,Campulung,20
1225,Arges,Dragolesti,Pitesti,35
1226,Arges,Dragoslavele,Campulung,20
1227,Arges,Dumbrava,Pitesti,40
1228,Arges,Dumbravesti,Pitesti,20
1229,Arges,Dumiresti,Curtea de Arges,0
1230,Arges,Enculesti,Pitesti,0
1231,Arges,Facaletesti,Pitesti,0
1232,Arges,Fagetu,Pitesti,0
1233,Arges,Falfani,Pitesti,35
1234,Arges,Fantanea,Campulung,0
1235,Arges,Fata,Pitesti,35
1236,Arges,Fedelesoiu,Pitesti,50
1237,Arges,Florieni,Curtea de Arges,23
1238,Arges,Fratesti,Pitesti,0
1239,Arges,Fratici,Pitesti,30
1240,Arges,Furduesti,Pitesti,25
1241,Arges,Furesti,Pitesti,30
1242,Arges,Furnicosi,Campulung,20
1243,Arges,Gainusa,Pitesti,28
1244,Arges,Galasesti (Budeasa),Pitesti,0
1245,Arges,Galasesti (Suseni),Pitesti,25
1246,Arges,Galcesti,Pitesti,0
1247,Arges,Galesu,Curtea de Arges,25
1248,Arges,Galeteanu,Pitesti,0
1249,Arges,Gamacesti,Campulung,20
1250,Arges,Ganesti,Curtea de Arges,35
1251,Arges,Gardinesti,Pitesti,25
1252,Arges,Gaujani,Pitesti,40
1253,Arges,Geamana,Pitesti,0
1254,Arges,Giuclani,Pitesti,50
1255,Arges,Glambocata,Pitesti,30
1256,Arges,Glambocata-Deal,Pitesti,26
1257,Arges,Glambocel,Pitesti,45
1258,Arges,Glambocelu,Pitesti,30
1259,Arges,Glambocu,Pitesti,0
1260,Arges,Glavacioc,Pitesti,65
1261,Arges,Gliganu de Jos,Pitesti,25
1262,Arges,Gliganu de Sus,Pitesti,25
1263,Arges,Glodu (Calinesti),Pitesti,0
1264,Arges,Glodu (Leordeni),Pitesti,25
1265,Arges,Godeni,Campulung,0
1266,Arges,Goia,Pitesti,45
1267,Arges,Goleasca,Pitesti,50
1268,Arges,Golesti (Balilesti),Pitesti,30
1269,Arges,Golesti (stefanesti),Pitesti,0
1270,Arges,Goranesti,Pitesti,0
1271,Arges,Gorani,Pitesti,40
1272,Arges,Gorganu,Pitesti,0
1273,Arges,Greaban,Pitesti,40
1274,Arges,Greabanu,Pitesti,25
1275,Arges,Grosani,Campulung,0
1276,Arges,Grosi,Pitesti,0
1277,Arges,Gruiu (Cateasca),Pitesti,25
1278,Arges,Gruiu (Nucsoara),Curtea de Arges,35
1279,Arges,Gura Pravat,Campulung,0
1280,Arges,Gura Vaii,Pitesti,0
1281,Arges,Harsesti,Pitesti,45
1282,Arges,Hartiesti,Pitesti,40
